.pred,rented_bike_count,temperature_c,humidity_percent,wind_speed_m_s,hour,seasons,holiday
328.75683316049003,360,-0.5,21,1.3,11,Winter,No Holiday
871.5273452871037,862,0.6,66,1.4,18,Winter,No Holiday
12.797385688480169,323,-1.3,84,1,23,Winter,No Holiday
-443.4446794812153,89,-3.8,79,2,4,Winter,No Holiday
372.9191536944685,219,-4.2,79,2.1,8,Winter,No Holiday
320.6944212156866,479,4.3,41,1.3,12,Winter,No Holiday
462.3177640394093,589,7.6,41,2.3,15,Winter,No Holiday
687.3526412503869,572,6,51,2.5,17,Winter,No Holiday
1092.466833442559,489,5.5,53,1.5,18,Winter,No Holiday
702.9429441196991,377,4.1,55,1.2,21,Winter,No Holiday
369.44675319210194,366,4,56,1,23,Winter,No Holiday
461.33131649219615,397,5.2,87,1.4,20,Winter,No Holiday
446.9348724371183,385,4.7,87,1.2,21,Winter,No Holiday
-88.60564918827099,186,4.3,87,0.5,1,Winter,No Holiday
220.39881528819382,498,0.2,68,3.4,7,Winter,No Holiday
234.46620143282394,393,-0.3,38,4.8,12,Winter,No Holiday
291.92743951545975,391,0,30,5.4,13,Winter,No Holiday
328.1561992684011,338,0.1,27,4.5,14,Winter,No Holiday
726.3932825035791,515,-1.3,26,5.3,17,Winter,No Holiday
500.5112879604807,353,-5.3,45,2.5,22,Winter,No Holiday
-67.0917676032477,124,-6.8,41,2.5,2,Winter,No Holiday
342.3314234027649,381,-7.5,33,2.2,7,Winter,No Holiday
291.2083802794353,325,-1.6,27,0,13,Winter,No Holiday
301.09790115110064,334,-1.1,28,0,14,Winter,No Holiday
1020.4719077511162,789,-2.6,40,0,18,Winter,No Holiday
611.4424045183213,418,-3.5,46,0,20,Winter,No Holiday
528.5606702341241,393,-2.8,49,0,22,Winter,No Holiday
198.08432526403243,244,-2.5,59,0,23,Winter,No Holiday
-295.965034124509,117,-3,79,0,2,Winter,No Holiday
59.445986050943525,440,-3.3,70,0,9,Winter,No Holiday
568.2424280825459,239,4.1,60,2.5,17,Winter,No Holiday
312.8016502316774,190,1.2,94,0.6,20,Winter,No Holiday
-194.3078944002363,218,1.5,92,0.4,1,Winter,No Holiday
-364.29805938566574,102,1.9,91,1.4,3,Winter,No Holiday
330.7427058961207,394,4.1,37,3.1,13,Winter,No Holiday
429.3590133297165,430,4,35,3.1,15,Winter,No Holiday
633.3971443872143,402,-2.2,46,2.2,21,Winter,No Holiday
253.9320179340702,259,-3.2,50,2.1,23,Winter,No Holiday
158.05023947256961,233,-3.5,49,2.6,0,Winter,No Holiday
-287.0099265256731,84,-5.8,56,2,5,Winter,No Holiday
165.55445014586866,387,-6.5,57,0.8,7,Winter,No Holiday
480.21571774476433,780,-7,59,0.8,8,Winter,No Holiday
714.2250735668861,384,-3.3,34,1.5,20,Winter,No Holiday
704.3326879886037,336,-3.3,35,0.5,21,Winter,No Holiday
-199.50220536596836,96,-4.3,49,0.7,4,Winter,No Holiday
286.8223733868691,427,2.4,40,0.8,12,Winter,No Holiday
1126.2457903149987,384,2.5,41,1,18,Winter,No Holiday
767.0769363170144,275,1.5,48,0.4,19,Winter,No Holiday
3.085120381681654,243,0.2,52,0.7,2,Winter,No Holiday
-236.92272243826545,58,0.9,92,0.9,11,Winter,No Holiday
273.6340433608139,214,5.4,71,3.5,16,Winter,No Holiday
942.4517723703588,210,2,61,3,18,Winter,No Holiday
263.5479097151091,125,-2.5,39,3.4,0,Winter,No Holiday
23.283098115323178,136,-5.9,39,2.9,6,Winter,No Holiday
152.68809907521296,241,-5.4,32,5.1,13,Winter,No Holiday
-139.33902244168422,127,-11.2,51,1.1,1,Winter,No Holiday
531.6402381125843,260,-8.4,42,1,20,Winter,No Holiday
-353.1627462704737,79,-10.9,55,1.8,3,Winter,No Holiday
164.37334731114566,267,-6.5,30,2.9,12,Winter,No Holiday
171.15256479824387,174,-9.2,44,0.4,23,Winter,No Holiday
16.859923708301032,171,-9.5,50,0.6,0,Winter,No Holiday
64.78149670051839,279,-10.9,57,1.1,7,Winter,No Holiday
703.7326916616637,410,-4.2,40,0.9,19,Winter,No Holiday
150.15500971745792,309,-2.5,43,0.7,12,Winter,No Holiday
743.0260851991486,320,0.9,42,1.2,20,Winter,No Holiday
212.15236189604428,247,-1.3,60,2.5,23,Winter,No Holiday
-274.5074632487898,228,-4.1,73,2.1,2,Winter,No Holiday
369.01197873502053,291,-3.3,22,5,15,Winter,No Holiday
471.6034916902205,258,-3.3,24,3.5,16,Winter,No Holiday
656.4649064095,277,-4.6,26,2.6,17,Winter,No Holiday
-244.38608920625484,41,-9.5,40,1.9,4,Winter,No Holiday
204.81103316731645,53,-10.2,42,2.3,7,Winter,No Holiday
52.22405098744877,142,-8.5,31,1.5,10,Winter,No Holiday
243.52297185997804,216,-4.9,25,2.6,12,Winter,No Holiday
